"alcaldia","nombre_colonia","clave_colonia","año","mes","casos_positivos"
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2021,"Julio",480
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2021,"Junio",26
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2021,"Marzo",262
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2021,"Octubre",69
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2021,"Septiembre",90
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2022,"Enero",971
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) I","05-159",2022,"Febrero",147
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2020,"Diciembre",698
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2020,"Noviembre",75
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2020,"Octubre",10
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2020,"Septiembre",57
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2021,"Abril",125
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2021,"Agosto",658
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2021,"Enero",676
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2021,"Febrero",294
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2021,"Julio",494
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2021,"Junio",20
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2021,"Marzo",70
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2021,"Noviembre",64
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2021,"Octubre",33
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2021,"Septiembre",217
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2022,"Enero",868
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 3A SECCION (U HAB) II","05-255",2022,"Febrero",106
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I","05-245",2020,"Diciembre",385
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I","05-245",2020,"Noviembre",72
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I","05-245",2020,"Octubre",61
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I","05-245",2020,"Septiembre",31
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I","05-245",2021,"Abril",219
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I","05-245",2021,"Agosto",458
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I","05-245",2021,"Diciembre",5
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I","05-245",2021,"Enero",419
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I","05-245",2021,"Febrero",220
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I","05-245",2021,"Julio",297
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I","05-245",2021,"Marzo",329
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I","05-245",2021,"Octubre",49
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I","05-245",2021,"Septiembre",195
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I","05-245",2022,"Enero",1238
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) I","05-245",2022,"Febrero",294
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2020,"Diciembre",849
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2020,"Noviembre",82
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2020,"Octubre",211
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2020,"Septiembre",130
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2021,"Abril",273
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2021,"Agosto",603
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2021,"Diciembre",5
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2021,"Enero",1157
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2021,"Febrero",510
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2021,"Julio",482
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2021,"Junio",29
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2021,"Marzo",137
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2021,"Mayo",53
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2021,"Septiembre",256
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2022,"Enero",1229
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II","05-246",2022,"Febrero",350
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) I","05-161",2020,"Diciembre",467
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) I","05-161",2020,"Octubre",22
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) I","05-161",2020,"Septiembre",52
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) I","05-161",2021,"Abril",33
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) I","05-161",2021,"Agosto",355
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) I","05-161",2021,"Diciembre",23
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) I","05-161",2021,"Enero",318
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) I","05-161",2021,"Febrero",62
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) I","05-161",2021,"Julio",249
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) I","05-161",2021,"Marzo",233
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) I","05-161",2021,"Octubre",26
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) I","05-161",2021,"Septiembre",46
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) I","05-161",2022,"Enero",721
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) I","05-161",2022,"Febrero",46
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) II","05-256",2020,"Diciembre",386
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) II","05-256",2020,"Noviembre",74
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) II","05-256",2020,"Octubre",5
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) II","05-256",2020,"Septiembre",10
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) II","05-256",2021,"Agosto",188
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) II","05-256",2021,"Diciembre",5
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) II","05-256",2021,"Enero",615
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) II","05-256",2021,"Febrero",234
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) II","05-256",2021,"Julio",225
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) II","05-256",2021,"Junio",5
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) II","05-256",2021,"Marzo",30
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) II","05-256",2021,"Octubre",10
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) II","05-256",2021,"Septiembre",76
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) II","05-256",2022,"Enero",753
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 6A SECCION (U HAB) II","05-256",2022,"Febrero",102
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2020,"Diciembre",409
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2020,"Noviembre",29
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2020,"Octubre",144
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2020,"Septiembre",43
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2021,"Abril",107
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2021,"Agosto",769
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2021,"Diciembre",6
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2021,"Enero",573
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2021,"Febrero",391
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2021,"Julio",580
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2021,"Junio",124
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2021,"Marzo",141
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2021,"Octubre",119
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2021,"Septiembre",235
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2022,"Enero",1021
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) I","05-247",2022,"Febrero",162
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) II","05-248",2020,"Diciembre",483
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) II","05-248",2020,"Octubre",110
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) II","05-248",2020,"Septiembre",57
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) II","05-248",2021,"Abril",152
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) II","05-248",2021,"Agosto",675
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) II","05-248",2021,"Enero",280
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) II","05-248",2021,"Febrero",322
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) II","05-248",2021,"Julio",555
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) II","05-248",2021,"Junio",5
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) II","05-248",2021,"Marzo",107
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) II","05-248",2021,"Octubre",36
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) II","05-248",2021,"Septiembre",239
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) II","05-248",2022,"Enero",1049
"GUSTAVO A. MADERO","SAN JUAN DE ARAGON 7 SECC (U HAB) II","05-248",2022,"Febrero",82
"GUSTAVO A. MADERO","SAN JUAN III (U HAB)","05-163",2020,"Diciembre",456
"GUSTAVO A. MADERO","SAN JUAN III (U HAB)","05-163",2020,"Octubre",44
"GUSTAVO A. MADERO","SAN JUAN III (U HAB)","05-163",2020,"Septiembre",39
"GUSTAVO A. MADERO","SAN JUAN III (U HAB)","05-163",2021,"Abril",113
"GUSTAVO A. MADERO","SAN JUAN III (U HAB)","05-163",2021,"Agosto",176
"GUSTAVO A. MADERO","SAN JUAN III (U HAB)","05-163",2021,"Enero",239
"GUSTAVO A. MADERO","SAN JUAN III (U HAB)","05-163",2021,"Febrero",221
"GUSTAVO A. MADERO","SAN JUAN III (U HAB)","05-163",2021,"Julio",79
"GUSTAVO A. MADERO","SAN JUAN III (U HAB)","05-163",2021,"Mayo",43
"GUSTAVO A. MADERO","SAN JUAN III (U HAB)","05-163",2021,"Octubre",6
"GUSTAVO A. MADERO","SAN JUAN III (U HAB)","05-163",2021,"Septiembre",43
"GUSTAVO A. MADERO","SAN JUAN III (U HAB)","05-163",2022,"Enero",647
"GUSTAVO A. MADERO","SAN JUAN III (U HAB)","05-163",2022,"Febrero",108
"GUSTAVO A. MADERO","SAN JUAN Y GUADALUPE TICOMAN (BARR)","05-164",2020,"Diciembre",382
"GUSTAVO A. MADERO","SAN JUAN Y GUADALUPE TICOMAN (BARR)","05-164",2020,"Octubre",29
"GUSTAVO A. MADERO","SAN JUAN Y GUADALUPE TICOMAN (BARR)","05-164",2020,"Septiembre",142
"GUSTAVO A. MADERO","SAN JUAN Y GUADALUPE TICOMAN (BARR)","05-164",2021,"Abril",69
"GUSTAVO A. MADERO","SAN JUAN Y GUADALUPE TICOMAN (BARR)","05-164",2021,"Agosto",618
"GUSTAVO A. MADERO","SAN JUAN Y GUADALUPE TICOMAN (BARR)","05-164",2021,"Diciembre",18
"GUSTAVO A. MADERO","SAN JUAN Y GUADALUPE TICOMAN (BARR)","05-164",2021,"Enero",542
"GUSTAVO A. MADERO","SAN JUAN Y GUADALUPE TICOMAN (BARR)","05-164",2021,"Febrero",281
"GUSTAVO A. MADERO","SAN JUAN Y GUADALUPE TICOMAN (BARR)","05-164",2021,"Julio",243
"GUSTAVO A. MADERO","SAN JUAN Y GUADALUPE TICOMAN (BARR)","05-164",2021,"Junio",68
"GUSTAVO A. MADERO","SAN JUAN Y GUADALUPE TICOMAN (BARR)","05-164",2021,"Marzo",219
"GUSTAVO A. MADERO","SAN JUAN Y GUADALUPE TICOMAN (BARR)","05-164",2021,"Octubre",74
"GUSTAVO A. MADERO","SAN JUAN Y GUADALUPE TICOMAN (BARR)","05-164",2021,"Septiembre",366
"GUSTAVO A. MADERO","SAN JUAN Y GUADALUPE TICOMAN (BARR)","05-164",2022,"Enero",1260
"GUSTAVO A. MADERO","SAN JUAN Y GUADALUPE TICOMAN (BARR)","05-164",2022,"Febrero",101
"GUSTAVO A. MADERO","SAN MIGUEL-LA ESCALERA (BARR)","05-166",2020,"Octubre",6
"GUSTAVO A. MADERO","SAN MIGUEL-LA ESCALERA (BARR)","05-166",2021,"Agosto",31
"GUSTAVO A. MADERO","SAN MIGUEL-LA ESCALERA (BARR)","05-166",2021,"Enero",86
"GUSTAVO A. MADERO","SAN MIGUEL-LA ESCALERA (BARR)","05-166",2021,"Febrero",61
"GUSTAVO A. MADERO","SAN MIGUEL-LA ESCALERA (BARR)","05-166",2022,"Enero",60
"GUSTAVO A. MADERO","SAN MIGUEL CUAUTEPEC","05-165",2020,"Diciembre",174
"GUSTAVO A. MADERO","SAN MIGUEL CUAUTEPEC","05-165",2021,"Agosto",22
"GUSTAVO A. MADERO","SAN MIGUEL CUAUTEPEC","05-165",2021,"Enero",60
"GUSTAVO A. MADERO","SAN MIGUEL CUAUTEPEC","05-165",2021,"Febrero",94
"GUSTAVO A. MADERO","SAN MIGUEL CUAUTEPEC","05-165",2021,"Marzo",80
"GUSTAVO A. MADERO","SAN MIGUEL CUAUTEPEC","05-165",2022,"Enero",100
"GUSTAVO A. MADERO","SAN MIGUEL CUAUTEPEC","05-165",2022,"Febrero",39
"GUSTAVO A. MADERO","SAN PEDRO EL CHICO","05-167",2020,"Diciembre",381
"GUSTAVO A. MADERO","SAN PEDRO EL CHICO","05-167",2020,"Octubre",40
"GUSTAVO A. MADERO","SAN PEDRO EL CHICO","05-167",2021,"Agosto",322
"GUSTAVO A. MADERO","SAN PEDRO EL CHICO","05-167",2021,"Diciembre",24
"GUSTAVO A. MADERO","SAN PEDRO EL CHICO","05-167",2021,"Enero",512
"GUSTAVO A. MADERO","SAN PEDRO EL CHICO","05-167",2021,"Febrero",148
"GUSTAVO A. MADERO","SAN PEDRO EL CHICO","05-167",2021,"Julio",138
"GUSTAVO A. MADERO","SAN PEDRO EL CHICO","05-167",2021,"Marzo",43
"GUSTAVO A. MADERO","SAN PEDRO EL CHICO","05-167",2021,"Septiembre",66
"GUSTAVO A. MADERO","SAN PEDRO EL CHICO","05-167",2022,"Enero",703
"GUSTAVO A. MADERO","SAN PEDRO EL CHICO","05-167",2022,"Febrero",82
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2020,"Diciembre",859
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2020,"Noviembre",65
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2020,"Octubre",139
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2020,"Septiembre",115
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2021,"Abril",234
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2021,"Agosto",1216
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2021,"Diciembre",200
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2021,"Enero",808
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2021,"Febrero",533
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2021,"Julio",1075
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2021,"Junio",315
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2021,"Marzo",366
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2021,"Mayo",23
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2021,"Noviembre",16
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2021,"Octubre",18
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2021,"Septiembre",274
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2022,"Enero",1894
"GUSTAVO A. MADERO","SAN PEDRO ZACATENCO (PBLO)","05-168",2022,"Febrero",445
"GUSTAVO A. MADERO","SAN RAFAEL TICOMAN (BARR)","05-169",2020,"Diciembre",129
"GUSTAVO A. MADERO","SAN RAFAEL TICOMAN (BARR)","05-169",2021,"Agosto",171
"GUSTAVO A. MADERO","SAN RAFAEL TICOMAN (BARR)","05-169",2021,"Enero",74
"GUSTAVO A. MADERO","SAN RAFAEL TICOMAN (BARR)","05-169",2021,"Julio",6
"GUSTAVO A. MADERO","SAN RAFAEL TICOMAN (BARR)","05-169",2021,"Octubre",6
"GUSTAVO A. MADERO","SAN RAFAEL TICOMAN (BARR)","05-169",2022,"Enero",206
"GUSTAVO A. MADERO","SAN RAFAEL TICOMAN (BARR)","05-169",2022,"Febrero",51
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2020,"Diciembre",1170
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2020,"Noviembre",144
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2020,"Octubre",374
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2020,"Septiembre",452
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2021,"Abril",416
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2021,"Agosto",2047
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2021,"Diciembre",97
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2021,"Enero",1400
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2021,"Febrero",1108
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2021,"Julio",1338
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2021,"Junio",59
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2021,"Marzo",534
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2021,"Mayo",125
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2021,"Noviembre",36
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2021,"Octubre",250
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2021,"Septiembre",659
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2022,"Enero",2757
"GUSTAVO A. MADERO","SANTA ISABEL TOLA (PBLO)","05-170",2022,"Febrero",362
"GUSTAVO A. MADERO","SANTA ROSA","05-171",2020,"Diciembre",298
"GUSTAVO A. MADERO","SANTA ROSA","05-171",2020,"Noviembre",13
"GUSTAVO A. MADERO","SANTA ROSA","05-171",2020,"Octubre",14
"GUSTAVO A. MADERO","SANTA ROSA","05-171",2020,"Septiembre",21
"GUSTAVO A. MADERO","SANTA ROSA","05-171",2021,"Abril",169
"GUSTAVO A. MADERO","SANTA ROSA","05-171",2021,"Agosto",524
"GUSTAVO A. MADERO","SANTA ROSA","05-171",2021,"Diciembre",5
"GUSTAVO A. MADERO","SANTA ROSA","05-171",2021,"Enero",717
"GUSTAVO A. MADERO","SANTA ROSA","05-171",2021,"Febrero",363
"GUSTAVO A. MADERO","SANTA ROSA","05-171",2021,"Julio",256
"GUSTAVO A. MADERO","SANTA ROSA","05-171",2021,"Marzo",249
"GUSTAVO A. MADERO","SANTA ROSA","05-171",2021,"Octubre",56
"GUSTAVO A. MADERO","SANTA ROSA","05-171",2021,"Septiembre",49
"GUSTAVO A. MADERO","SANTA ROSA","05-171",2022,"Enero",906
"GUSTAVO A. MADERO","SANTA ROSA","05-171",2022,"Febrero",118
"GUSTAVO A. MADERO","SANTIAGO ATEPETLAC","05-172",2020,"Diciembre",192
"GUSTAVO A. MADERO","SANTIAGO ATEPETLAC","05-172",2020,"Noviembre",35
"GUSTAVO A. MADERO","SANTIAGO ATEPETLAC","05-172",2020,"Octubre",90
"GUSTAVO A. MADERO","SANTIAGO ATEPETLAC","05-172",2021,"Abril",5
"GUSTAVO A. MADERO","SANTIAGO ATEPETLAC","05-172",2021,"Agosto",336
"GUSTAVO A. MADERO","SANTIAGO ATEPETLAC","05-172",2021,"Enero",484
"GUSTAVO A. MADERO","SANTIAGO ATEPETLAC","05-172",2021,"Febrero",162
"GUSTAVO A. MADERO","SANTIAGO ATEPETLAC","05-172",2021,"Julio",173
"GUSTAVO A. MADERO","SANTIAGO ATEPETLAC","05-172",2021,"Mayo",16
"GUSTAVO A. MADERO","SANTIAGO ATEPETLAC","05-172",2021,"Septiembre",166
"GUSTAVO A. MADERO","SANTIAGO ATEPETLAC","05-172",2022,"Enero",426
"GUSTAVO A. MADERO","SANTIAGO ATEPETLAC","05-172",2022,"Febrero",126
"GUSTAVO A. MADERO","SANTIAGO ATZACOALCO (PBLO)","05-174",2020,"Diciembre",391
"GUSTAVO A. MADERO","SANTIAGO ATZACOALCO (PBLO)","05-174",2021,"Abril",66
"GUSTAVO A. MADERO","SANTIAGO ATZACOALCO (PBLO)","05-174",2021,"Agosto",867
"GUSTAVO A. MADERO","SANTIAGO ATZACOALCO (PBLO)","05-174",2021,"Enero",511
"GUSTAVO A. MADERO","SANTIAGO ATZACOALCO (PBLO)","05-174",2021,"Febrero",379
"GUSTAVO A. MADERO","SANTIAGO ATZACOALCO (PBLO)","05-174",2021,"Julio",784
"GUSTAVO A. MADERO","SANTIAGO ATZACOALCO (PBLO)","05-174",2021,"Junio",37
"GUSTAVO A. MADERO","SANTIAGO ATZACOALCO (PBLO)","05-174",2021,"Marzo",327
"GUSTAVO A. MADERO","SANTIAGO ATZACOALCO (PBLO)","05-174",2021,"Mayo",39
"GUSTAVO A. MADERO","SANTIAGO ATZACOALCO (PBLO)","05-174",2021,"Noviembre",15
"GUSTAVO A. MADERO","SANTIAGO ATZACOALCO (PBLO)","05-174",2021,"Octubre",40
"GUSTAVO A. MADERO","SANTIAGO ATZACOALCO (PBLO)","05-174",2021,"Septiembre",232
"GUSTAVO A. MADERO","SANTIAGO ATZACOALCO (PBLO)","05-174",2022,"Enero",908
"GUSTAVO A. MADERO","SANTIAGO ATZACOALCO (PBLO)","05-174",2022,"Febrero",128
"GUSTAVO A. MADERO","SCT (U HAB)","05-175",2020,"Diciembre",75
"GUSTAVO A. MADERO","SCT (U HAB)","05-175",2021,"Agosto",10
"GUSTAVO A. MADERO","SCT (U HAB)","05-175",2021,"Enero",146
"GUSTAVO A. MADERO","SCT (U HAB)","05-175",2021,"Febrero",45
"GUSTAVO A. MADERO","SCT (U HAB)","05-175",2021,"Julio",47
"GUSTAVO A. MADERO","SCT (U HAB)","05-175",2021,"Marzo",30
"GUSTAVO A. MADERO","SCT (U HAB)","05-175",2022,"Enero",272
"GUSTAVO A. MADERO","SIETE MARAVILLAS","05-176",2020,"Diciembre",25
"GUSTAVO A. MADERO","SIETE MARAVILLAS","05-176",2020,"Octubre",20
"GUSTAVO A. MADERO","SIETE MARAVILLAS","05-176",2020,"Septiembre",5
"GUSTAVO A. MADERO","SIETE MARAVILLAS","05-176",2021,"Agosto",235
"GUSTAVO A. MADERO","SIETE MARAVILLAS","05-176",2021,"Enero",155
